Term	Gene	Chr	Start	End	Factor	Desc	Title	Class
GSM2130872	AT1G19850	Chr1	6880933	6885421	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130925	AT1G19850	Chr1	6880951	6887517	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130871	AT1G19850	Chr1	6880958	6885431	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep1	TF	ChIP-seq
GSM2367138	AT1G19850	Chr1	6880958	6885599	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep1	EF	ChIP-seq
GSM2367152	AT1G19850	Chr1	6880958	6886197	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep6	EF	ChIP-seq
GSM2130888	AT1G19850	Chr1	6880971	6885401	NFYC2	EtOH mock treatment for 4 hours	AT1G56170_NFYC2_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130974	AT1G19850	Chr1	6880978	6885246	ABF4	EtOH mock treatment for 4 hours	AT3G19290_ABF4_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2367140	AT1G19850	Chr1	6880998	6884861	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM2367151	AT1G19850	Chr1	6881003	6885489	H2AK121ub	lhp1 mutants	lhp1 H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM2367149	AT1G19850	Chr1	6881007	6884779	H2AK121ub	lhp1 mutants	lhp1 H2AK121ub 7DAG rep1	EF	ChIP-seq
GSM2130873	AT1G19850	Chr1	6881012	6885426	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130911	AT1G19850	Chr1	6881018	6885432	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130875	AT1G19850	Chr1	6881035	6885414	GBF3	10 uM abscisic acid for 4 hours	AT2G46270_GBF3_ABA_ChIP_rep3	TF	ChIP-seq
GSM2367148	AT1G19850	Chr1	6881055	6884670	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep4	EF	ChIP-seq
GSM2130949	AT1G19850	Chr1	6881087	6887444	HB6	10 uM abscisic acid for 4 hours	AT2G22430_HB6_ABA_ChIP_rep2	TF	ChIP-seq
GSM2367147	AT1G19850	Chr1	6881110	6884737	H2AK121ub	clf/swn mutants	clfswn H2AK121ub 7DAG rep2	EF	ChIP-seq
GSM2367150	AT1G19850	Chr1	6881111	6884697	H2AK121ub	WT	Col-0 H2AK121ub 7DAG rep5	EF	ChIP-seq
GSM2130869	AT1G19850	Chr1	6881156	6885404	ABF1	10 uM abscisic acid for 4 hours	AT1G49720_ABF1_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130862	AT1G19850	Chr1	6881157	6885371	NFYB2	EtOH mock treatment for 4 hours	AT5G47640_NFYB2_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130863	AT1G19850	Chr1	6881238	6885447	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep3	TF	ChIP-seq
GSM1566967	AT1G19850	Chr1	6881253	6885299	LEAFY/LFY	p35S:LFYTERE; 15 day-old seedlings	p35S:LFYTERE; rep2	TF	ChIP-seq
GSM2130868	AT1G19850	Chr1	6881346	6884867	ABF1	EtOH mock treatment for 4 hours	AT1G49720_ABF1_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130881	AT1G19850	Chr1	6881404	6885456	ANAC032	10 uM abscisic acid for 4 hours	AT1G77450_ANAC032_ABA_ChIP_rep1	TF	ChIP-seq
GSM2095559	AT1G19850	Chr1	6881542	6887533	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R2	TF	ChIP-seq
GSM2095560	AT1G19850	Chr1	6881778	6887429	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R3	TF	ChIP-seq
GSM2130861	AT1G19850	Chr1	6881822	6885421	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130859	AT1G19850	Chr1	6881828	6885413	NFYB2	10 uM abscisic acid for 4 hours	AT5G47640_NFYB2_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130947	AT1G19850	Chr1	6881828	6887477	HB6	10 uM abscisic acid for 4 hours	AT2G22430_HB6_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130864	AT1G19850	Chr1	6881839	6885363	NFYB2	EtOH mock treatment for 4 hours	AT5G47640_NFYB2_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130891	AT1G19850	Chr1	6881845	6885375	NFYC2	10 uM abscisic acid for 4 hours	AT1G56170_NFYC2_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130913	AT1G19850	Chr1	6881846	6885341	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130951	AT1G19850	Chr1	6881848	6887380	HB6	10 uM abscisic acid for 4 hours	AT2G22430_HB6_ABA_ChIP_rep3	TF	ChIP-seq
GSM2130860	AT1G19850	Chr1	6881863	6885388	NFYB2	EtOH mock treatment for 4 hours	AT5G47640_NFYB2_EtOH_ChIP_rep1	TF	ChIP-seq
GSM2130876	AT1G19850	Chr1	6881874	6885423	GBF3	EtOH mock treatment for 4 hours	AT2G46270_GBF3_EtOH_ChIP_rep3	TF	ChIP-seq
GSM2130889	AT1G19850	Chr1	6881887	6885327	NFYC2	10 uM abscisic acid for 4 hours	AT1G56170_NFYC2_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130890	AT1G19850	Chr1	6881893	6885005	NFYC2	EtOH mock treatment for 4 hours	AT1G56170_NFYC2_EtOH_ChIP_rep2	TF	ChIP-seq
GSM2130923	AT1G19850	Chr1	6881911	6887462	RD26	10 uM abscisic acid for 4 hours	AT4G27410_RD26_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130887	AT1G19850	Chr1	6881913	6885369	NFYC2	10 uM abscisic acid for 4 hours	AT1G56170_NFYC2_ABA_ChIP_rep1	TF	ChIP-seq
GSM2130883	AT1G19850	Chr1	6881922	6887425	ANAC032	10 uM abscisic acid for 4 hours	AT1G77450_ANAC032_ABA_ChIP_rep2	TF	ChIP-seq
GSM2130965	AT1G19850	Chr1	6881939	6887286	HB7	10 uM abscisic acid for 4 hours	AT2G46680_HB7_ABA_ChIP_rep2	TF	ChIP-seq
GSM1120014	AT1G19850	Chr1	6881987	6887429	AG	AG-GFP AP1-GR ap1 cal	AG-GFP (AP1-GR ap1 cal) ChIPseq replicate 1	TF	ChIP-seq
GSM1247501	AT1G19850	Chr1	6882376	6884980	JAG	jag-2; JAG:JAG-GFP	JAG-GFP replicate 3	TF	ChIP-seq
GSM1665429	AT1G19850	Chr1	6882473	6885327	PIF4	PIF4-3xFlag-6xHis seedlings treated with low blue light for 16 hours	ChIPSeq-PIF4_FLAG_Rep3	EF	ChIP-seq
GSM2130877	AT1G19850	Chr1	6882528	6887420	ANAC102	10 uM abscisic acid for 4 hours	AT5G63790_ANAC102_ABA_ChIP_rep1	TF	ChIP-seq
GSM1701081	AT1G19850	Chr1	6882585	6885072	TRB1	14 day-old wt seedlings with TRB1 antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1(+)_anti-TRB1)	TF	ChIP-seq
GSM1400501	AT1G19850	Chr1	6882612	6885403	FHY1	35S: GFP-FHY1; fhy1-1; 4 day-old seedlings	FHY1-GFP_1_ChIP-seq	TF	ChIP-seq
GSM1701079	AT1G19850	Chr1	6882658	6885194	TRB1	14 day-old TRB1pro:TRB1-GFP seedlings with GFP-Trap antibody	ChIP-Seq analysis of TRB1 associated sequences_(TRB1-GFP(+)_GFP-Trap)	TF	ChIP-seq
GSM940587	AT1G19850	Chr1	6882658	6885277	AP3	negative control (AP1-GR ap1 cal)	negative control (AP1-GR ap1 cal)	TF	ChIP-seq
GSM889585	AT1G19850	Chr1	6882902	6885301	PRR5	PRR5pro:FLAG-PRR5-GFP/prr5	PRR5-ChIP	TF	ChIP-seq
GSM2130885	AT1G19850	Chr1	6882915	6885342	ANAC032	10 uM abscisic acid for 4 hours	AT1G77450_ANAC032_ABA_ChIP_rep3	TF	ChIP-seq
GSM1291189	AT1G19850	Chr1	6882942	6885354	E2Fa	35S::E2Fa-HBH; suspension cells with Ni2+-NTA and streptavidin-sepharose antibody	E2Fa-HBH TChAP output; replicate 1	TF	ChIP-seq
GSM1625915	AT1G19850	Chr1	6882989	6887457	H3K27me3	F1-Leaf Columbia x Columbia	at-endosperm-H3K27m3_1_replicate_2_leaf	EF	ChIP-seq
GSM1530042	AT1G19850	Chr1	6883040	6886803	H3K27me3	WT_Col	H3K27me3_ChIP-seq_WT_Col_Rep1	EF	ChIP-seq
GSM2028110	AT1G19850	Chr1	6883111	6886492	H3K27me3	lhp1 mutant seeds	H3K27me3 in LHP1	EF	ChIP-seq
GSM2028112	AT1G19850	Chr1	6883112	6886687	H3K27me3	clf mutant seeds	H3K27me3 in CLF	EF	ChIP-seq
GSM2028111	AT1G19850	Chr1	6883115	6886767	H3K27me3	Wt seeds	H3K27me3 in WT; 2	EF	ChIP-seq
GSM1592581	AT1G19850	Chr1	6883116	6886371	H3K27me3	REF6p::REF6-HA ref6-1; seedlings at 12 DAG	H3K27me3_REF6-HA	EF	ChIP-seq
GSM2095561	AT1G19850	Chr1	6883117	6887639	FRG1	Wt; untreated	WT_NHS_R1	TF	ChIP-seq
GSM2498439	AT1G19850	Chr1	6883130	6886444	H3AK27me3	WT	Col-0 H3K27me3 7DAG rep4	EF	ChIP-seq
GSM2028109	AT1G19850	Chr1	6883137	6886642	H3K27me3	Wt seeds	H3K27me3 in WT; 1	EF	ChIP-seq
GSM2366608	AT1G19850	Chr1	6883146	6886594	H3K27me3	WT; 14 day-old seedlings	H3K27me3 in WT	EF	ChIP-seq
GSM2028108	AT1G19850	Chr1	6883156	6886522	LHP1	ProLHP1:LHP1:GFP	LHP1 ChIPseq	TF	ChIP-seq
GSM1530044	AT1G19850	Chr1	6883159	6886727	H3K27me3	WT_Col/C24	H3K27me3_ChIP-seq_WT_Col/C24_Rep1	EF	ChIP-seq
GSM2079970	AT1G19850	Chr1	6883182	6886568	H3K27me3	clf mutant seeds	H3K27me3 in CLF IP Replicate2	EF	ChIP-seq
GSM2079968	AT1G19850	Chr1	6883186	6886548	H3K27me3	lhp1 mutant seeds	H3K27me3 in lhp1 IP Replicate2	EF	ChIP-seq
GSM1146785	AT1G19850	Chr1	6883194	6886611	H3K27me3	WT; 14 day-old seedlings	H3K27me3_ChIPSeq in wt rep1	EF	ChIP-seq
GSM2095558	AT1G19850	Chr1	6883203	6887104	FRG1	Wt with acclimatizing (ACC) heat stress	WT_ACC_R1	TF	ChIP-seq
GSM1530048	AT1G19850	Chr1	6883207	6885939	H3K27me3	clf_Col	H3K27me3_ChIP-seq_clf_Col	EF	ChIP-seq
GSM1592579	AT1G19850	Chr1	6883219	6886544	H3K27me3	Col; seedlings at 12 DAG	H3K27me3_Col	EF	ChIP-seq
GSM1296936	AT1G19850	Chr1	6883227	6886057	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep1	EF	ChIP-seq
GSM1644815	AT1G19850	Chr1	6883229	6885393	H3K27me3	clf_29; 2 week-old seedlings without root	clf_29_H3K27me3_ChIPseq	EF	ChIP-seq
GSM2367144	AT1G19850	Chr1	6883245	6886444	H3K27me3	WT	Col-0 H3K27me3 7DAG rep2	EF	ChIP-seq
GSM1296937	AT1G19850	Chr1	6883250	6885924	H3K27me3	14 day-old clf mutant seedlings	H3K27me3_ChIPSeq in clf_rep2	EF	ChIP-seq
GSM1955349	AT1G19850	Chr1	6883260	6886473	H3K27me3	2-week old wt seedlings without roots	Col_H3K27me3_ChIPseq_rep2	EF	ChIP-seq
GSM1225092	AT1G19850	Chr1	6883261	6886415	H3K27me3	Col-0; yong leaves	At_H3K27me3_rep1	EF	ChIP-seq
GSM1644821	AT1G19850	Chr1	6883264	6885961	H3K27me3	atring1a;b; 2 week-old seedlings without root	atring1a;b_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1296935	AT1G19850	Chr1	6883267	6886421	H3K27me3	14 day-old brm mutant seedlings	H3K27me3_ChIPSeq in brm_rep2	EF	ChIP-seq
GSM1048079	AT1G19850	Chr1	6883268	6886452	H3K27me3	H3K27me3 of 14 day-old seedlings	H3K27me3 ChIP-seq; seedling	EF	ChIP-seq
GSM1592580	AT1G19850	Chr1	6883269	6887340	H3K27me3	ref6-1; seedlings at 12 DAG	H3K27me3_ref6	EF	ChIP-seq
GSM1296939	AT1G19850	Chr1	6883276	6886222	H3K27me3	14 day-old brm/clf mutant seedlings	H3K27me3_ChIPSeq in brm clf_rep2	EF	ChIP-seq
GSM2367142	AT1G19850	Chr1	6883282	6886338	H3K27me3	WT	Col-0 H3K27me3 7DAG rep1	EF	ChIP-seq
GSM1296934	AT1G19850	Chr1	6883287	6886238	H3K27me3	14 day-old brm mutant seedlings	H3K27me3_ChIPSeq in brm_rep1	EF	ChIP-seq
GSM2079966	AT1G19850	Chr1	6883288	6886550	H3K27me3	Col-0 seeds	H3K27me3 in Col-0 IP Replicate2	EF	ChIP-seq
GSM1530043	AT1G19850	Chr1	6883289	6886828	H3K27me3	WT_C24	H3K27me3_ChIP-seq_WT_C24_Rep1	EF	ChIP-seq
GSM2498437	AT1G19850	Chr1	6883304	6886524	H3AK27me3	WT	Col-0 H3K27me3 7DAG rep3	EF	ChIP-seq
GSM1530050	AT1G19850	Chr1	6883309	6885982	H3K27me3	clf_Col/C24	H3K27me3_ChIP-seq_clf_Col/C24	EF	ChIP-seq
GSM2027816	AT1G19850	Chr1	6883310	6886414	H3K27me3	Col-0 leaves	A_thaliana_H3K27me3_chip	EF	ChIP-seq
GSM1146788	AT1G19850	Chr1	6883333	6885987	H3K27me3	brm; 14 day-old seedlings	H3K27me3_ChIPSeq in brm rep2	EF	ChIP-seq
GSM1296938	AT1G19850	Chr1	6883345	6885920	H3K27me3	14 day-old brm/clf mutant seedlings	H3K27me3_ChIPSeq in brm clf_rep1	EF	ChIP-seq
GSM1296933	AT1G19850	Chr1	6883349	6886373	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep2	EF	ChIP-seq
GSM1225093	AT1G19850	Chr1	6883362	6886542	H3K27me3	Col-0; yong leaves	At_H3K27me3_rep2	EF	ChIP-seq
GSM1296932	AT1G19850	Chr1	6883382	6886268	H3K27me3	14 day-old wt seedlings	H3K27me3_ChIPSeq in wt_rep1	EF	ChIP-seq
GSM1625912	AT1G19850	Chr1	6883387	6886998	H3K27me3	F1-Leaf Columbia x Columbia	at-leaf-H3K27m3_1_replicate_1	EF	ChIP-seq
GSM1942121	AT1G19850	Chr1	6883392	6885767	H2A.Z	Col-0 leaves 	A_thaliana_H2A.Z_chip	EF	ChIP-seq
GSM1146786	AT1G19850	Chr1	6883422	6885961	H3K27me3	WT; 14 day-old seedlings	H3K27me3_ChIPSeq in wt rep2	EF	ChIP-seq
GSM2367145	AT1G19850	Chr1	6883445	6884772	H2AK121ub	clf/swn mutants	clfswn H2AK121ub 7DAG rep1	EF	ChIP-seq
GSM1146787	AT1G19850	Chr1	6883478	6886248	H3K27me3	brm; 14 day-old seedlings	H3K27me3_ChIPSeq in brm rep1	EF	ChIP-seq
GSM1530049	AT1G19850	Chr1	6883489	6886426	H3K27me3	clf_C24	H3K27me3_ChIP-seq_clf_C24	EF	ChIP-seq
GSM1644813	AT1G19850	Chr1	6883522	6886505	H3K27me3	Col; 2 week-old seedlings without roots	Col_H3K27me3_ChIPseq	EF	ChIP-seq
GSM1142625	AT1G19850	Chr1	6883702	6885205	SEP3	Inflorescences of 8 day-old pAP1::AP1-GR ap1 cal plants with anti-SEP3 antibody	SEP3 ChIP-seq 8d biological reps 1 and 2	TF	ChIP-seq
GSM2074754	AT1G19850	Chr1	6883724	6887029	RPL	Inflorescence apices of rpl-1 mutant transformed with genomic contruct expressing a fusion between RPL and GFP	RPL-GFP_chipseq_rep1	TF	ChIP-seq
GSM2130915	AT1G19850	Chr1	6883763	6885350	MYB3	10 uM abscisic acid for 4 hours	AT1G22640_MYB3_ABA_ChIP_rep3	TF	ChIP-seq
GSM940586	AT1G19850	Chr1	6883769	6885374	AP3	AP3-GFP AP1-GR ap1 cal	AP3-GFP (AP1-GR ap1 cal) ChIPseq	TF	ChIP-seq
GSM2095563	AT1G19850	Chr1	6883775	6887140	FRG1	Wt; untreated	WT_NHS_R3	TF	ChIP-seq
GSM2287873	AT1G19850	Chr1	6883873	6886905	WRKY40	WRKY40-HA; 1 uM flg22 for 2 h	W40HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM2130879	AT1G19850	Chr1	6883877	6885370	ANAC102	10 uM abscisic acid for 4 hours	AT5G63790_ANAC102_ABA_ChIP_rep2	TF	ChIP-seq
GSM2287871	AT1G19850	Chr1	6883928	6887041	WRKY18	WRKY18-HA; 1 uM flg22 for 2 h	W18HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM2130955	AT1G19850	Chr1	6883959	6887431	ZAT6	10 uM abscisic acid for 4 hours	AT5G04340_ZAT6_ABA_ChIP_rep2	TF	ChIP-seq
GSM605657	AT1G19850	Chr1	6883960	6885442	LEAFY/LFY	Col-0 35S::LFY seedlings	lfy-samp-rep2	TF	ChIP-seq
GSM1566965	AT1G19850	Chr1	6884163	6885385	LEAFY/LFY	p35S:LFY; 15 day-old seedlings	p35S:LFY; rep2	TF	ChIP-seq
GSM2095562	AT1G19850	Chr1	6884204	6887641	FRG1	Wt; untreated	WT_NHS_R2	TF	ChIP-seq
GSM1566966	AT1G19850	Chr1	6884211	6885355	LEAFY/LFY	p35S:LFYTERE; 15 day-old seedlings	p35S:LFYTERE; rep1	TF	ChIP-seq
GSM2287869	AT1G19850	Chr1	6884312	6887006	WRKY33	WRKY33-HA; 1 uM flg22 for 2 h	W33HA_2h_2 (ChIP-Seq)	TF	ChIP-seq
GSM1925429	AT1G19850	Chr1	6884474	6884675	MYB121: MYB family	protein:MYB121; gene id:AT3G30210; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB121_col_a	TF	DAP-seq
GSM1925411	AT1G19850	Chr1	6884475	6884676	MS188: MYB family	protein:MS188; gene id:AT5G56110; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MS188_colamp_a	TF	DAP-seq
GSM1925461	AT1G19850	Chr1	6884475	6884676	MYB61: MYB family	protein:MYB61; gene id:AT1G09540; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB61_colamp_a	TF	DAP-seq
GSM1925423	AT1G19850	Chr1	6884476	6884677	MYB116: MYB family	protein:MYB116; gene id:AT1G25340; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB116_colamp_a	TF	DAP-seq
GSM1925432	AT1G19850	Chr1	6884476	6884677	MYB17: MYB family	protein:MYB17; gene id:AT3G61250; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB17_colamp_a	TF	DAP-seq
GSM1925459	AT1G19850	Chr1	6884476	6884677	MYB58: MYB family	protein:MYB58; gene id:AT1G16490; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:colamp; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB58_colamp_a	TF	DAP-seq
GSM1925468	AT1G19850	Chr1	6884476	6884677	MYB67: MYB family	protein:MYB67; gene id:AT3G12720; protein family:MYB; protein source:Arabidopsis thaliana; protein affinity tag:Halo; expression system:tnt; dna source:col; replicate:a; subset:motif	DAPSeq-MYB_tnt-MYB67_col_a	TF	DAP-seq
